25 100
13
1 30
3 6937798 9
2 4 9975034
2 3 9996584
2 8 9977863
3 8088664 5
3 7737890 1
2 5 8088664
3 9997682 5
3 9559327 10
2 7 6937798
2 1 7737890
2 2 6937805
2 4 9997682
3 7667772 5
2 9 9559327
3 8156420 9
3 9996593 2
2 8 8156420
2 81747 -1
3 9994926 7
2 68415 -1
2 24456 -1
2 7 9994926
3 9978545 4
2 6 9997763
2 3 9999776
2 1 7737940
2 9 9227478
2 3 9999944
2 7 9227487
2 8 9227494
2 1 7738035
2 96461 -1
3 9994916 1
3 8424508 -1
3 9996440 8
3 7344547 10
2 7 9996440
2 8 7344547
2 8 9227502
3 9227436 7
2 3 9978545
3 9559407 4
2 2 7344555
2 9 9227510
2 7 9227436
2 8 9227519
2 9 9227527
2 3 9559407
2 8 9227536
2 10 9817689
2 86570 -1
2 113373 -1
2 18940 7993267
2 88716 -1
2 3 7667772
2 7 9227544
3 8156561 6
2 5 8156561
3 9995109 7
2 8 9995108
2 8 9817699
2 3 9997806
3 9978710 1
2 5 9817707
2 8 9817712
2 3 9997809
3 9999884 6
3 7667753 4
3 7667770 2
3 9227355 9
3 7667680 10
3 7667659 4
2 4 7667659
2 3 7667753
2 9 9227355
2 28843 -1
2 10 7667680
2 46620 -1
3 9994795 3
2 10 9817720
3 9559465 7
2 12595 8031660
2 3 9994795
2 8 9817730
2 6 9999884
2 3 9559465
2 10 9817738
2 3 9559468
2 73115 -1
2 6 9817748
3 7344600 4
3 9995011 3
2 80146 -1
2 1 7667756
3 9946592 10
2 2 7667770
2 5233 8044255
2 2 7667775
2 13794 -1
2 2 8156515
3 8156410 2
2 1 8156428
2 9 9946592
2 4 7344600
2 2 8156410
2 26895 -1
2 10 9817754
2 62130 -1
2 11953 -1
2 4 9817764
2 2 9975038
2 6 9817768
2 3 9995011
2 5581 8115405
3 7737678 4
2 10 9817774
2 2 9978328
2 3 7737678
2 2 9984790
2 8 9817784
2 1 7737681
3 7667728 4
3 9999874 4
3 9946551 2
2 3 7667728
3 7737876 9
3 9818065 4
3 9994654 10
2 77634 -1
3 7667710 3
2 81535 -1
2 5 7737876
2 3 7667710
2 31598 -1
2 7 9994654
3 8266973 107893
3 7667728 3
3 9995041 1
2 60831 8266973
3 9817774 10
3 8076071 8
2 64579 -1
2 10 9817774
2 64343 -1
2 119703 -1
2 7 8076071
3 9995038 3
2 103716 -1
3 9818064 1
3 9227544 7
2 7 9227544
2 10 9817792
3 9978638 7
2 4 7667728
2 10 9817802
3 9227487 7
2 7 9227487
2 2 9946551
2 10 9817812
3 9975070 2
2 1 8076078
2 10 9817822
2 7 9978638
2 96781 -1
2 78460 -1
2 1 8156439
3 9227269 6
2 2 9975070
2 7170 9966944
2 8 9817832
2 7 9817840
2 8 9817847
3 7344604 4
3 9946647 6
2 119127 -1
3 8718206 13089
2 135812 -1
2 6 9227269
2 6 9946647
2 10 9817855
2 83570 -1
2 59180 -1
3 9999826 5
2 7 9817865
2 3 9994661
2 4 7344604
2 5 9818064
3 9227355 9
2 4 7737881
2 7 9227355
2 132348 -1
2 4923 7710347
3 4117892 -1
3 9997674 2
2 5 9999826
2 6 9817872
3 9999788 10
2 5 9999788
2 7 9817878
3 9227248 6
3 8088650 3
3 8088700 8
2 6 9227248
3 9984775 10
2 13204 8711399
3 9977890 8
2 25288 8327804
2 5 9999793
2 7 8088700
2 4 9995038
2 9 9984775
2 5 9977890
2 51386 -1
2 2 9227362
3 7344763 10
2 1 8088707
2 4 9999874
2 6 7344763
2 3727 9327615
3 9978629 6
2 6888 9310051
2 9 9817885
3 7737782 4
3 9999977 4
2 9 9817894
3 7667810 3
2 2 9994965
2 34814 -1
2 4 7344769
2 8 9817903
2 1 8156566
3 9996420 8
3 7344555 2
2 4 7737782
2 6 9978629
2 3 7667810
2 7 9996420
2 23660 -1
2 5 9817911
2 3 8088650
3 9946588 4
3 9977863 8
2 57618 -1
2 8 9977863
2 8589 8724603
3 9975088 1
3 7667757 5
2 18005 8353092
2 3 9977895
2 10 9817916
2 7 9817926
2 5 7667757
2 1 9227551
2 2 7344555
3 9978459 1
2 21875 -1
2 1 9559336
2 7 9817933
3 9978539 2
2 7 9817940
2 8 9817947
3 9817947 8
2 10 9817947
2 33240 -1
3 9996602 2
3 8031589 8
2 10 9817957
3 9995014 3
2 36910 -1
2 41536 -1
2 5 8031589
3 7667770 2
3 9946584 4
2 5 9946584
2 9 9817967
3 9818086 5
3 9227487 7
2 6 9227487
2 6 9817976
2 4 9996600
2 4 9999977
3 9996587 6
2 1 9227493
2 2 7667770
2 10673 -1
3 8075018 1017
2 4 9818086
2 49127 -1
2 10 9817982
2 25494 -1
2 7 9996587
2 5 9817992
2 7 9817997
3 9996448 2
3 7344888 1
2 2 9978539
3 7344644 4
3 9996595 5
2 10 9818004
2 8 9818014
2 1 7344888
2 6 9996594
3 9978371 10
3 7737993 1
3 8076035 9
2 25370 -1
2 31110 -1
2 6 9978371
3 7737999 9
2 14680 -1
3 9999956 6
3 9996495 5
2 9 7737999
3 7344569 4
2 2 9996352
2 2619 6934939
3 7737833 2
3 9978537 2
2 1 7737993
3 9946675 1
2 5 9996495
2 16149 -1
2 7 9999956
3 8156554 7
2 10 9818022
2 6 8156554
2 6 9818032
2 45699 -1
2 51668 -1
2 10 9818038
2 9 9818048
2 14374 -1
2 1 8156560
2 3 8031594
2 6 9331342
2 9090 8437112
2 9 9331348
2 15156 -1
2 7 9331357
3 9994551 10
3 9978259 5
2 1 9559410
2 5 9978259
3 9996477 8
3 6937826 10
2 5 9996477
2 11660 -1
3 9818022 10
3 9984790 2
2 1 9559471
3 9946666 5
3 9994993 10
2 6 6937826
2 8 9818022
2 33128 -1
2 6 9994551
3 9996535 7
3 8 2
2 5126 7738168
2 2 8
2 10 9994993
2 10 9331364
3 9559480 8
2 29149 -1
2 9 9331374
2 1 9814690
3 619598 -1
2 2 7737833
3 9994752 3
3 9997599 4
2 10 9331383
2 1 9818090
3 8156523 6
2 19661 -1
3 9999896 6
2 6 8156523
2 11728 -1
2 5 9946666
2 10 9331393
2 4 6937832
2 7 9996535
2 37178 -1
2 3 9946589
2 16895 -1
2 36852 -1
2 2444 7715270
2 5916 -1
2 7403 -1
3 9984785 5
3 8088573 6
2 2 9818030
2 4 7344569
3 9978433 2
3 9978357 8
2 3 9994752
3 9331374 9
2 3 9995014
3 7737661 1
2 1 7737661
2 32713 -1
2 3 9996447
2 5 8088573
3 7738011 2
2 13497 -1
2 12551 -1
2 34093 -1
2 2 7738011
2 17748 -1
2 2 9978433
2 3 9996482
2 2 9978537
2 6 9999896
2 27270 -1
3 9331541 7
3 9976432 1403
2 31199 -1
2 1 8088578
2 29030 -1
2 3 7344644
2 6 9331541
2 7 9559480
2 2 9997611
2 10 9331403
2 8 9978357
2 4 9818057
2 2 9997674
2 5 9984784
2 1 7344647
3 9946611 9
2 3 9984789
3 9331541 6
3 9559384 8
3 9227214 5
3 8088599 10
2 8 9559384
2 9 9331374
3 9818092 2
2 7 9331541
2 10 8088599
2 9 9946611
3 8088563 8
3 35326 -1
2 1 9559487
2 4 9978377
2 4 9994557
2 4545 7743294
3 7344721 9
3 9818048 9
2 8336 -1
2 6972 -1
3 9994737 10
2 3 9997599
3 8156380 6
3 9946637 10
2 6 8156380
2 4 9227214
2 7 8088563
3 9559337 10
3 8156577 3
2 7 7344721
2 7 9818048
3 9975018 5
2 9 9559337
2 24210 -1
3 9814653 10
3 7718796 16922
2 7 9814653
2 5 9975018
2 4 9946637
2 33594 -1
2 4 9946641
3 9999738 4
2 10 9994737
2 6 9331413
3 7737798 1
3 9978676 5
3 7325743 15755
3 7667772 3
2 1 7737798
2 2 7344728
2 7 9331419
2 3 7667772
2 2 9818055
2 53267 -1
2 8 9331426
2 4 9978676
2 4 9331434
3 7737669 5
2 5 7737669
2 3 8156577
2 8 9331438
3 9818061 3
2 5693 7325743
2 7 9331446
2 10 9331453
3 9995014 3
3 8031535 9
2 6 8031535
3 7344773 10
2 9 7344773
2 22853 -1
3 9978489 4
2 8 9331463
2 6 9331471
2 4 9978489
2 9 9331477
2 7 9331486
2 2 9818092
3 9995174 1
2 53059 -1
3 9995104 4
2 6 9331493
3 9997593 6
2 35958 -1
2 10 9331499
3 7737900 4
2 10 9331509
2 17472 7717714
2 5 6937558
3 9978404 3
2 4 7737900
2 6 6937563
3 9946621 9
3 9946520 7
2 30295 -1
2 14463 -1
3 9994958 2
2 6 9946520
3 7738011 2
3 9978638 7
2 7 9978638
2 10 6937569
2 1 7344782
2 10 6937579
2 7 9946621
3 9996336 5
2 4 9995104
2 8 6937589
2 7 6937597
3 7738045 1
2 1 7738045
2 1 8088570
2 9 6937604
2 1 9227218
2 5 9996336
3 9978433 2
2 5 6937613
3 9994993 10
2 25754 -1
3 7737815 4
3 9996344 3
3 7737661 1
3 7344686 9
2 4 7737815
2 10 9994993
2 9 7344686
2 16062 -1
2 24512 -1
2 29720 -1
3 8156561 5
2 21272 -1
2 11329 -1
3 7738065 5
2 9 6937618
2 14840 -1
2 2 7738011
3 7344634 10
3 7344857 9
2 2 9946628
2 6 7344857
2 10 7344634
2 12397 -1
2 1 7737661
2 18412 -1
2 10 6937627
3 7737857 1
2 38715 -1
2 6 6937637
2 9 6937643
2 41091 -1
2 2 9946645
2 9 6937652
2 10177 -1
2 14229 -1
2 9 6937661
2 10 6937670
2 7 6937680
3 9975079 5
3 7641304 22319
2 9 6937687
2 5 7738065
3 7737641 5
2 6219 7331436
3 9978685 6
2 33308 -1
2 10 6937696
2 3 7344863
3 9999971 3
2 2 9978433
2 6073 7641304
2 1 7737857
2 10 6937706
2 10 6937716
2 17622 7647377
3 9995124 5
2 2 9994958
3 8156376 4
2 21717 -1
2 2 9999747
2 17963 -1
2 8 6937726
2 31961 -1
2 7 7735186
2 7 7735193
3 8088708 26697
2 6 9978685
2 9 7735200
3 7737699 6
2 1 9331519
3 7344782 1
2 5 7737641
2 60089 -1
3 7344583 7
2 4 8156376
2 16122 8088708
2 8 7735209
3 9978233 7
2 1 7344782
2 38879 -1
2 2 9999782
3 8031641 5
2 10 7735217
2 6 7737699
2 2 9999805
2 38705 -1
2 3 6937734
2 19888 -1
2 19563 -1
2 42180 -1
2 9 7735227
2 1 9559346
3 9975055 1
3 9977895 3
2 2 8031541
2 6 7344583
2 12137 -1
2 7 9978233
2 10 7735236
2 12511 -1
2 7 7735246
2 1 7344589
2 9 7735253
2 5 8031641
2 9699 8104830
2 3 9814660
2 3 9818061
3 7344763 6
2 8 7735262
2 5 8156561
3 9999807 5
3 9818092 2
2 3 9977895
2 5361 -1
2 5243 -1
2 9 7735270
2 1 8031543
2 4 9975079
2 3190 8371097
2 4770 -1
3 7743294 4545
3 9994592 7
3 6937706 10
3 9978612 5
3 9331453 10
2 9 6937706
2 4 9978612
3 1943056 -1
2 8 9331453
3 9997746 4
2 2 9331461
2 10 7735279
2 1 6937715
2 3 9978404
2 10 7735289
2 1647 9997858
2 25877 -1
3 7667857 2
2 6883 -1
3 9999947 9
3 9977923 7
3 9559407 3
3 9946653 2
2 1 9946526
2 16412 -1
2 3 9559407
3 9227544 7
3 9946561 6
2 8 9999947
3 9997674 2
3 6937874 8
3 9996384 6
3 9818094 1
2 4 9997746
2 5 9995124
3 9331383 10
2 7 9227544
2 1 9946546
2 8 6937874
2 9 9331383
2 8 9999505
2 29377 -1
3 7737914 10
2 15726 -1
2 21958 -1
3 9978266 8
2 2 7667857
3 7737705 3
2 2 9946653
2 3706 7337655
2 8 9978266
2 1 9331392
2 20483 -1
2 9 7737914
2 6 7344763
2 10 7341361
2 5 9999807
2 2 9997674
3 7667713 4
3 9818032 6
3 8156440 7
2 5 9818032
3 7737822 6
2 5 7737822
2 4 7667713
2 31004 -1
2 31618 -1
2 8 7341371
2 20491 -1
3 9999798 7
2 6 9946561
3 9978676 4
2 27436 -1
3 6937846 10
2 4 9978676
2 5 9996384
2 8 6937846
2 10 7341379
2 7 8156440
3 0 6
2 7 9977923
2 3 7737705
2 1 7737827
2 8 7341389
3 9978537 2
2 2 6937854
2 10 7341397
2 20062 -1
2 7 9994592
2 9 7341407
2 5 0
3 9994661 3
3 7737772 10
2 30321 -1
2 2 9978537
2 8 7737772
3 9996542 1
2 1 5
3 9331403 10
2 2 7737780
2 9 9331403
3 9994638 10
3 7737780 2
3 7344804 7
2 6 7344804
2 9 9994638
2 2 7737780
3 9978561 1
2 6 9999798
3 9975069 1
2 5 7341416
2 7 7341421
2 10 7341428
2 3 9818092
3 9817926 7
2 5 9817926
2 2 9817931
3 8088596 3
3 6937680 7
2 5 6937680
2 8 7341438
2 8 7341446
2 5 7341454
2 3019 7743294
2 9 7341459
2 7 7341468
2 11916 -1
3 8104830 9699
3 9975063 1
2 34829 -1
2 5 7341475
2 3 8088596
2 5 7341480
2 1 7344810
2 9 7341485
2 4540 8104830
3 0 5
2 9 9999513
2 6 9999522
2 4 7341494
3 9996631 9
3 9227304 4
2 2 6937685
2 2865 8109370
3 9995116 8
3 7738045 1
3 9978694 10
3 9227275 4
2 8 9995116
2 4 9227275
3 7344523 9
3 9331393 10
2 9 7344523
3 9978663 6
2 6 9978663
3 7344532 6
2 5 0
3 9817730 8
2 10 9331393
2 1 7737923
3 6 2
2 7 9817730
2 4 9227304
2 4764 -1
2 7 9978694
2 1 7738045
2 6 7344532
3 7341494 4
2 1 9331412
2 8 9999528
3 9999902 9
2 10 9999536
2 7 9999902
2 9 9999546
2 14017 -1
2 5 9999555
3 9547230 12087
2 4 7341494
2 3 9978701
2 10 9999560
2 7714 9547230
2 5 9999570
2 1 9817737
2 8593 -1
2 8 9999575
3 8031633 8
2 8 8031633
2 1 9818037
2 2 6
3 8156596 9
3 7685741 24606
2 1 9946601
2 52108 -1
3 9977850 1
2 5 8156596
2 3 9994661
2 8 9999583
2 18038 7685741
2 10 9999591
2 4 8156601
2 2 9999909
3 9999987 2
2 2 9999987
2 2 9995014
2 9 9999601
3 6937846 8
3 7738119 2
2 29734 -1
2 14905 -1
2 17026 -1
2 6106 7703779
2 1 9946675
2 1 9975055
2 2 7738119
2 2 9996344
2 4117 9554944
2 6 6937846
2 7 9999610
3 9996584 3
3 7737999 9
2 25073 -1
2 6 7737999
2 8 9999617
2 28292 -1
2 28203 -1
3 7737894 6
3 9978676 4
3 9997657 4
2 9 9999625
3 9818057 4
2 23287 -1
2 8 9999634
2 6 7737894
3 7667679 1
2 6 9999642
3 8088580 9
3 9978435 4
3 9946589 3
2 4 9818057
2 19243 -1
3 9995078 10
2 8614 -1
2 1 7667679
2 9743 -1
2 9 8088580
3 9997625 7
2 1 9975063
2 26540 -1
2 10 9995078
2 10 9999648
2 2855 8112235
2 5 9978676
2 10 9999658
2 4 9978435
3 9978439 6
2 6 9978439
3 7667695 9
3 9997603 2
2 2 6937852
2 3 7738005
2 6 9997625
2 1 9975069
2 1 9975083
2 1 9975088
3 6937854 2
2 2 6937854
2 3829 -1
2 3 9946589
2 6 7667695
2 10157 -1
2 1 9977850
2 10 9999668
3 9996519 6
2 1 9978283
2 3 7667701
2 5 9996519
2 4 9997657
2 10 9999678
2 12478 -1
2 12292 -1
2 8 9999688
3 7737632 9
2 10 9999696
3 9227527 9
2 10 9999706
2 9 7737632
2 4 9227527
3 9999894 2
2 12734 -1
3 9975079 4
3 9559439 10
2 7 9559439
2 5 9227531
3 9995151 4
3 8088553 7
2 4 9975079
3 8031573 8
2 10 9999716
2 8 8031573
2 25888 -1
2 8 9999726
2 4 9995151
2 441 7709885
2 10 7710326
2 10 7710336
2 7 8088553
2 10 9559061
2 24847 -1
2 6 9999734
2 5 9559071
2 20714 -1
2 25049 -1
2 5 9559076
2 17441 -1
3 7344630 4
2 3 9559446
2 10 9559081
2 9769 -1
2 3 9996584
2 7395 -1
2 10 9559091
2 7751 -1
2 21756 -1
3 9227275 4
2 20844 -1
2 4 7344630
3 9331519 1
2 5 9559101
2 3 9997602
2 10 9559106
3 9733009 50077
2 73842 -1
2 6 9559116
2 6 9559122
2 13830 9733009
2 10 9559128
2 3 9999893
3 9997750 4
2 3 9999971
3 7737732 1
2 63463 -1
2 29200 9746839
2 1 7710346
2 2 9999740
2 10 9559138
2 7 9559148
2 1 7737732
2 7 9559155
2 8 9559162
2 1 9331519
2 1 9978459
2 4 9227275
2 9 9559170
2 10 9559179
2 24520 -1
2 1 9978548
2 15582 -1
2 10 9559189
2 4 9997750
3 9994721 8
2 9 9559199
2 10 9559208
2 10 9559218
2 7 9994721
2 29532 -1
3 9978233 7
3 7735186 7
2 2 7735186
3 9978651 6
3 6937652 9
2 2 7735188
3 9817832 8
2 9 6937652
2 24899 -1
2 22867 -1
2 9 9559228
2 7 9978233
2 5 9978651
2 3 7735190
2 7677 -1
3 9994879 2
3 7737807 4
2 5 9817832
3 6937558 5
2 1 9978561
2 5 6937558
2 5 9559237
2 10314 -1
3 6937854 2
2 9 9559242
2 27622 -1
3 6937882 5
2 10 9559251
3 9996511 5
2 1 9978616
3 7667608 10
2 5 6937882
2 8 7667608
2 6 9559261
2 10 9559267
2 16556 -1
2 7 9559277
3 9978725 7
2 3 9817837
2 6 9978725
3 9978647 4
3 9978365 6
2 5 9996511
2 18858 -1
2 26233 -1
2 30066 -1
2 33017 -1
2 8 9559284
3 7710347 4923
3 7738115 4
2 5 9978365
2 2 6937854
2 8 9559292
2 4 7737807
2 10 9559300
2 4 7738115
3 9559228 9
2 3 9978647
3 7735279 10
2 31031 -1
3 9818037 1
2 22506 -1
2 6 9559310
2 4 9559228
2 39181 -1
2 4 9559232
2 2 7667616
2 6 7735279
3 7737828 5
3 7738168 5126
3 8156546 6
2 10 8115090
2 6 8156546
3 9994789 6
3 9227397 6
3 7737979 8
3 9818048 7
3 7665707 1901
2 10 8115100
3 9559138 10
2 7 9818048
2 6 9227397
2 7 7737979
2 8 9559138
2 6 9994789
2 1 7737986
3 9999995 3
3 9997763 6
2 22365 -1
3 9997718 2
3 7344569 4
2 6 9997763
2 8740 -1
2 5 7737828
2 2 9559146
3 6937832 4
2 3 9999995
3 9559162 8
2 8 9559162
2 2 9994879
3 9997701 2
3 7344671 1
2 3 6937832
2 7 8115110
2 8 8115117
2 3 7344569
3 9975040 3
2 7 8115125
3 7344782 1
2 7 8115132
3 11 1
3 9331383 9
2 8 9331383
3 9978609 3
2 2 9997701
2 7 8115139
2 2 9997718
3 8156455 9
2 10 8115146
3 3824487 -1
2 7426 -1
2 10 8115156
2 5148 9776039
2 14100 -1
3 8156420 8
2 4 7735285
2 9 8156455
2 2 9975040
2 2 9978609
2 3 8156420
2 10 8115166
3 9817720 10
2 5 8156423
2 7 9817720
2 9 8115176
2 5 8115185
3 9331499 10
3 9946553 8
2 4 9946553
2 7256 -1
3 7344889 108726
2 3 9817727
2 114540 -1
2 9 9331499
2 10 8115190
2 4 9946557
3 9978284 6
2 2 9978284
2 4 9978286
2 5 8115200
2 49844 7344889
3 9331434 4
2 27417 7394733
2 47762 -1
3 9559106 10
2 38253 -1
2 2 9331434
2 31799 -1
2 1 11
2 10 9559106
3 9978505 8
3 9999678 10
2 6 9978505
2 6 9999678
2 50296 -1
2 50445 -1
2 51978 -1
2 6 8115205
2 41976 -1
3 9227461 7
2 6 9227461
2 4 9999684
3 9999974 3
3 8088672 8
3 9984792 2
2 1 6937835
2 1 7344572
2 10 8115211
3 9559422 8
2 7 8088672
2 70937 -1
3 9559465 3
2 10 8115221
3 9994697 4
2 7 9559422
3 7341454 5
2 57425 -1
2 3 9559465
2 1 7344671
3 9978657 6
3 8088570 1
2 9 8115231
2 8 8115240
3 7344671 1
3 7717714 17472
2 6 9978656
2 44828 -1
2 8 8115248
2 8 8115256
3 9994925 1
2 8 8115264
2 90138 -1
3 6937846 6
2 2 9331436
2 10 8115272
2 13293 7717714
3 9559284 8
3 9999846 8
2 32590 -1
2 67106 -1
2 4 7341454
2 1 7341458
2 8 9559284
3 9227304 4
3 9978498 6
2 11647 7422150
2 4 9227304
2 3 9999974
2 8606 7433797
2 6662 7442403
3 7738031 4
3 9331393 10
2 3 7738031
2 43977 -1
2 10 9331393
2 1 7344671
2 5323 -1
2 10 8115282
2 5 9994697
3 9559292 8
2 34747 -1
2 2 9978511
2 8 9559292
3 9997726 3
2 7 9999846
3 7344888 1
3 7667757 5
2 7 8115292
2 10 8115299
2 5 7667757
2 1 7344782
2 6 6937846
2 5 9978498
3 9946620 1
2 1 7344888
2 4 8115309
2 9 8115313
2 4 8115322
2 8 8115326
3 7667690 5
3 9818090 1
2 5 7667690
3 7737881 4
2 43306 -1
2 10 8115334
3 9995180 1
2 7 8115344
2 18540 -1
2 6 8115351
2 4 7737881
2 3 9997726
2 6 8115357
2 5 8115363
2 6 8115368
2 4 8115374
2 8 8115378
3 9817997 7
2 1 7738034
2 4715 7710347
2 3 9817997
2 6 8115386
2 8 8115392
2 9 7715062
2 2 9984792
2 5 8115400
2 2 9999853
2 9 7715071
2 6 7715080
2 7 7715086
2 3 9818000
2 25926 -1
3 7344648 7
2 13551 -1
2 2 7344648
2 5 7344650
3 7738161 5
2 8 7715093
2 6 7715101
2 6 7715107
3 8115125 7
2 3 7738161
2 10 7715113
2 10 7715123
2 6 8115125
2 7 7715133
2 3 7715140
2 2 7738164
2 32284 -1
2 3 7715143
2 9 7715146
2 4 7715155
3 7737789 9
2 2 7737789
2 8 7715159
3 8156395 4
2 4 8156395
3 9995042 9
2 1 8088570
3 9783086 4146
2 2 7737791
3 8031628 5
3 7738045 1
2 6 9995042
3 8088596 3
3 9978549 2
2 4 7737793
3 9978198 7
2 25543 -1
3 9559101 5
2 2 9978549
2 3 8088596
2 1 7737797
2 2070 7746313
2 10 7715167
3 9994671 6
2 1 7738045
2 3 9995048
3 9559061 10
2 10 9559061
2 4 8031628
3 7738136 8
3 9978290 3
3 9818061 3
3 9995136 10
2 31862 -1
2 2 9818061
2 3 9978290
3 9817872 6
2 31343 -1
2 5 9559101
2 3 9817872
2 3593 7731007
2 6 9994671
2 3 9817875
2 9 9995136
2 10 7715177
2 23021 -1
2 42301 -1
3 9818069 3
2 7 9978198
2 5 7738136
3 7737793 4
2 9 7715187
2 10 7715196
2 1 8031632
2 8 7715206
2 2 7738141
2 3 9818069
2 4 7737793
2 6 7715214
2 8 7715220
2 2 7715228
3 9995042 6
2 5 9995042
2 7 7715230
2 1 7738143
2 10 7715237
2 2 7715247
2 43627 -1
3 7737797 1
2 1 7737797
2 10 7715249
2 7 7715259
2 9 7748383
2 9 7748392
2 10 7748401
2 7 7748411
3 9227493 1
2 9 7748418
2 29463 -1
2 12323 -1
3 6937613 5
2 6 7748427
2 9 7748433
2 6 7748442
2 2 7715266
2 4 6937613
3 7748401 10
2 41754 -1
3 7667842 5
3 8156596 5
2 8 7748401
2 10 7748448
2 3 7667842
2 9 7748458
3 7737837 1
2 10636 -1
3 8088589 7
3 8088599 10
3 8088573 5
2 10 8088599
2 38745 -1
2 1 6937617
2 10 7748467
2 9 7748477
2 3 8088573
2 6 8088589
2 3 8156596
2 4 7748486
3 8031622 6
2 8 7748490
2 31003 -1
2 7 7748498
2 1 7737837
2 4 8031622
3 7341480 5
2 4 7341480
2 5 7748505
3 9977851 2
2 10 7748510
2 1 7341484
2 9 7748520
2 34973 -1
2 21069 -1
2 8 7748529
2 8 7748537
2 1 8088595
2 5 7748545
3 9999971 3
2 4 7748550
2 6 7748554
3 8734083 2758
2 15528 -1
3 7433797 8606
2 4 7748560
3 6937856 8
2 53514 -1
3 9559237 5
3 8012981 18554
2 67671 -1
2 6 9559236
3 7738036 5
2 8 6937856
2 5 7738036
3 7344591 9
2 6 7344591
2 9 7748564
2 6 7748573
2 10 7748579
2 3 7344597
2 4 7748589
3 9817997 3
2 71023 -1
2 6110 9781187
2 62191 -1
3 9978723 2
2 8 7748593
2 12641 8012207
2 9 7748601
2 32816 -1
2 7 7748610
2 10 7748617
3 9178670 46353
3 7710336 10
3 9978532 5
2 5 9978532
2 8 7710336
2 77149 -1
2 5 7748627
3 7737815 4
3 6886641 48298
2 1 8088679
3 9975093 4
3 9978478 2
2 2 7667845
2 8 7748632
2 126116 -1
2 3 9817997
2 7 7748640
2 10 7748647
2 8 7735299
2 7 7735307
2 5 7735314
2 6 7735319
3 9994752 3
2 8 7735325
2 5 7735333
2 10 7735338
3 9814660 3
2 129203 -1
2 5 7735348
2 8 7735353
2 7 7735361
2 145570 -1
2 3858 7449065
2 5 7735368
2 7 7735373
2 9 7735380
2 1 8115131
2 49369 -1
3 9817720 7
3 9996532 3
2 4 7737815
2 9 7735389
2 9 7735398
2 9 7735407
3 9994822 8
3 8156492 10
2 89320 -1
3 9227574 25576
2 6594 8024848
3 9946561 6
3 7667762 8
3 9331471 6
2 8 7667762
2 9 8156492
3 8088672 7
2 3 9814660
2 7 8088672
3 9227364 9
2 4 7748657
2 9315 9227574
3 7341379 10
2 2 7710344
2 6 9331471
3 7737868 8
3 7667783 10
2 58231 -1
2 3 9994752
3 9227478 9
3 7344880 2
2 6 9946561
2 136652 -1
2 6 9817720
2 1 8156501
2 9 9227364
2 8 7737868
2 56887 -1
2 3 9996532
2 4 9975093
3 9999684 4
3 3670198 -1
2 123697 -1
2 66481 -1
2 1 9227467
3 7748589 4
2 117247 -1
3 9814691 2970
3 9994967 10
2 125322 -1
2 66494 -1
2 5 9994822
2 6 9227478
2 5 7341379
3 7667745 8
2 2 7344880
3 9978322 6
3 9999753 2
2 6 9978322
2 3 9227484
2 5 7341384
2 5 7667745
2 129419 -1
3 8374866 21973
2 4 7748589
2 6 7667783
2 2 7715268
2 3 7667750
3 9975034 4
3 9994808 6
2 70286 -1
2 8 9994967
2 97016 -1
2 2 7748409
2 69038 -1
2 12304 9236889
2 9 8031442
2 77656 -1
2 19734 8374287
2 9 8031451
2 10 8031460
2 1 9227493
3 9814663 9
3 7737967 9
2 4 7667789
2 9 7737967
3 9559317 10
3 9978553 8
2 89401 -1
2 2 8031626
3 8088707 1
2 4 9975034
2 9 9814663
3 9817774 10
3 8088653 1
2 1 8088653
2 2 8088576
2 7 9978553
2 1 8088707
2 7 9817774
2 3683 9249193
2 1 9331391
3 7344842 10
2 3 9817781
2 10 7344842
3 9331383 8
2 3 9994827
2 3 9999971
2 9 9559316
3 8115357 6
3 9227387 10
3 9978283 1
2 9 9227387
2 74431 -1
2 9 8031470
2 1 9227396
3 9997701 2
3 7344773 9
3 9978605 4
2 9 7344773
2 4 9978605
2 7 9331383
2 9 8031479
2 76915 -1
3 1572441 -1
2 6 8115357
2 3 9999684
3 7735299 8
2 96353 -1
2 40852 9178670
2 66932 -1
3 9994801 7
2 73301 -1
2 25182 6886641
2 3 7735299
2 5 7735302
2 3 9994801
2 8 9994804
2 3 8031488
2 8 8031491
2 2 8156599
2 22105 6911823
3 8076078 1
3 9818032 5
2 1 8076078
3 8156537 4
3 8115357 6
2 9 8031499
2 2 9559325
2 4412 7738168
2 9 8031508
2 7 8031517
2 3 8156537
2 1 8156540
3 8115400 5
3 6937558 5
2 39615 -1
2 1951 9316939
3 9996384 5
2 10 8031524
3 9975070 2
2 7 9318890
2 16253 -1
3 6937597 7
2 10634 -1
2 8 9318897
2 1 8031534
2 7 6937597
2 2 9975070
2 7 9252876
3 9999853 2
2 6 8115357
3 9996400 6
3 9227345 10
2 3 6937558
2 2 6937561
2 8 9227345
2 3 8115400
2 7 9252883
2 8 9252890
2 4 9318905
2 1 9318909
2 7 9252898
2 5 9818032
2 9 9252905
2 4 9996384
2 7 9252914
2 4 9996400
3 9975088 1
2 13986 -1
2 10 9252921
2 2352 7664999
2 7492 7433797
2 3 9252931
2 9 9252934
2 39694 -1
2 34683 -1
2 8056 -1
2 5 9252943
2 1 9331390
2 9 9252948
3 9818069 3
2 34448 -1
2 2 8115403
